cluster,violations,frequency_score,is_peak_hour,peak_score,recurrence_score,growth_score,risk_score,risk_level,violation_density,priority_score,priority_rank
200,186,0.2431944771318741,0.3118279569892473,31.18279569892473,11.842105263157894,26.00896860986547,14.162743059695332,Low,0.24319447713187417,9.986878484926295,186
187,133,0.1738971261211788,0.1353383458646616,13.533834586466163,28.289473684210524,32.28699551569507,13.953961561261378,Low,0.17389712612117886,9.819942230719317,187
140,110,0.1438246907769148,0.0909090909090909,9.090909090909092,11.842105263157894,61.65919282511211,13.947557125436433,Low,0.14382469077691482,9.806437395038577,188
126,198,0.2588844433984467,0.0707070707070707,7.07070707070707,36.18421052631579,31.838565022421523,13.883857403662532,Low,0.2588844433984467,9.796365515583306,189
165,133,0.1738971261211788,0.1578947368421052,15.789473684210526,11.842105263157894,50.22421524663677,13.918980611128198,Low,0.17389712612117886,9.79545556562609,190
219,53,0.0692973510106953,0.0188679245283018,1.8867924528301887,14.473684210526317,70.17937219730942,13.9210597253135,Low,0.06929735101069533,9.765531013022658,191
132,148,0.1935095839543945,0.0878378378378378,8.783783783783784,26.973684210526315,41.03139013452915,13.82279514181234,Low,0.1935095839543945,9.734009474454956,192
27,99,0.1294422216992233,0.0606060606060606,6.0606060606060606,25.657894736842103,47.53363228699551,13.828552194248951,Low,0.12944222169922334,9.718819202484033,193
221,58,0.0758348369551005,0.2413793103448276,24.13793103448276,5.921052631578947,43.04932735426009,13.706426322857531,Low,0.07583483695510056,9.617248877086801,194
183,111,0.1451321879657958,0.072072072072072,7.207207207207207,23.026315789473685,47.53363228699551,13.595162677932183,Low,0.14513218796579586,9.560153530942266,195
214,31,0.0405324128553123,0.1935483870967742,19.35483870967742,5.921052631578947,50.22421524663677,13.572765455872783,Low,0.04053241285531236,9.513095542967541,196
166,58,0.0758348369551005,0.0,0.0,5.921052631578947,81.83856502242153,13.49032921446106,Low,0.07583483695510056,9.46598090120927,197
66,55,0.0719123453884574,0.0545454545454545,5.454545454545454,20.394736842105264,53.36322869955157,13.475832975145536,Low,0.07191234538845741,9.454656786218413,198
56,71,0.0928323004105541,0.028169014084507,2.8169014084507045,20.394736842105264,55.60538116591929,13.161112815585843,Low,0.09283230041055412,9.240628661033256,199
118,111,0.1451321879657958,0.1711711711711711,17.117117117117118,23.684210526315788,25.56053811659193,12.908254977217544,Low,0.14513218796579586,9.079318140442018,200
218,73,0.0954472947883162,0.1780821917808219,17.80821917808219,12.5,37.89237668161435,12.674090214678026,Low,0.0954472947883162,8.900497338711112,201
23,71,0.0928323004105541,0.1267605633802817,12.676056338028168,13.815789473684212,44.17040358744394,12.594865437524698,Low,0.09283230041055412,8.844255496390453,202
143,105,0.1372872048325096,0.1047619047619047,10.476190476190476,24.34210526315789,32.73542600896861,12.452697454957493,Low,0.1372872048325096,8.758074379919996,203
147,250,0.326874297220261,0.264,26.4,15.789473684210526,16.367713004484305,12.343801406402855,Low,0.326874297220261,8.738723273648077,204
102,97,0.1268272273214612,0.0412371134020618,4.123711340206185,25.657894736842103,39.46188340807175,12.132520184559317,Low,0.12682722732146126,8.530812297387959,205
220,61,0.0797573285217436,0.2131147540983606,21.311475409836063,5.263157894736842,37.89237668161435,12.096259865057236,Low,0.07975732852174368,8.491309104096588,206
124,56,0.0732198425773384,0.0178571428571428,1.7857142857142856,7.894736842105263,66.14349775784754,11.97618854055769,Low,0.07321984257733846,8.405297931163584,207
38,633,0.8276457205617008,0.1453396524486571,14.533965244865716,32.23684210526316,6.278026905829597,11.35362205636818,Low,0.8276457205617008,8.195829155626235,208
127,106,0.1385947020213906,0.1792452830188679,17.92452830188679,15.13157894736842,26.45739910313901,11.53149561122479,Low,0.13859470202139065,8.11362533846377,209
89,165,0.2157370361653722,0.2848484848484848,28.484848484848484,7.236842105263158,17.040358744394617,11.210929168390091,Low,0.21573703616537226,7.912371528722675,210
181,67,0.0876023116550299,0.0746268656716417,7.462686567164178,13.157894736842104,44.17040358744394,11.157852051938068,Low,0.08760231165502995,7.836777129853156,211
98,54,0.0706048481995763,0.0185185185185185,1.851851851851852,5.921052631578947,60.53811659192825,10.75613291734782,Low,0.07060484819957638,7.550474496603346,212
168,174,0.2275045108653016,0.0632183908045977,6.321839080459771,26.31578947368421,22.421524663677133,10.297848168749477,Low,0.22750451086530166,7.276745071384224,213
31,212,0.2771894040427813,0.1084905660377358,10.849056603773583,20.394736842105264,21.973094170403588,10.1980514065421,Low,0.2771894040427813,7.221792805792305,214
108,227,0.296801861875997,0.066079295154185,6.607929515418502,17.763157894736842,29.14798206278027,9.695532011969432,Low,0.296801861875997,6.875912966941401,215
139,183,0.239271985565231,0.0273224043715847,2.73224043715847,18.421052631578945,34.75336322869956,9.675983914136433,Low,0.23927198556523105,6.844970335565072,216
28,625,0.8171857430506524,0.0336,3.36,30.26315789473684,8.071748878923767,8.430268208006195,Low,0.8171857430506524,6.146343468519532,217
202,82,0.1072147694882455,0.1097560975609756,10.975609756097562,4.605263157894736,33.18385650224215,8.685419453734958,Low,0.10721476948824558,6.111958048460944,218
174,74,0.0967547919771972,0.0405405405405405,4.054054054054054,5.921052631578947,34.08071748878923,7.348533579938566,Low,0.09675479197719725,5.172999943550155,219
49,51,0.0666823566329332,0.0,0.0,4.605263157894736,40.35874439461883,7.001537233424945,Low,0.06668235663293323,4.921080770387341,220
203,150,0.1961245783321566,0.0333333333333333,3.333333333333333,13.815789473684212,21.524663677130047,6.903640610972545,Low,0.1961245783321566,4.891385801180427,221
222,116,0.1516696739102011,0.043103448275862,4.310344827586207,2.631578947368421,22.869955156950677,5.095063139476917,Low,0.1516696739102011,3.612045099806902,222
216,166,0.2170445333542533,0.0060240963855421,0.6024096385542169,3.947368421052632,18.83408071748879,3.8520060148141,Low,0.2170445333542533,2.761517570376146,223
